Site,SKU,Device,Color,RAM,Storage,isDefault
US,SM-F976UZKEXAA,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
US,SM-F976UZKEXAU,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
US,SM-F976UZKFATT,Galaxy Z Fold8 Ultra,Graphite,12GB,1TB,
US,SM-F976UZKFXAA,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
US,SM-F976UZVAATT,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
US,SM-F976UZVAVZW,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
US,SM-F976UZVAXAA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
US,SM-F976UZVAXAU,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
US,SM-F976UZVEATT,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
US,SM-F976UZVEVZW,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
US,SM-F976UZVEXAA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
US,SM-F976UZVEXAU,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
US,SM-F976UZVFXAA,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
US,SM-F976UZWAATT,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
US,SM-F976UZWAVZW,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
US,SM-F976UZWAXAA,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
US,SM-F976UZWAXAU,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
US,SM-F976UZWEATT,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
US,SM-F976UZWEVZW,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
US,SM-F976UZWEXAA,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
US,SM-F976UZWEXAU,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
US,SM-F976UZWFXAA,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
US,SM-L340NZEAXAA,Galaxy Watch9,Cream,,BLUETOOTH,O
US,SM-L340NZEDXAA,Galaxy Watch9,Cream,,BLUETOOTH,O
US,SM-L340NZKAXAA,Galaxy Watch9,Graphite,,BLUETOOTH,
US,SM-L340NZKDXAA,Galaxy Watch9,Graphite,,BLUETOOTH,
US,SM-L345UZEAXAA,Galaxy Watch9,Cream,,LTE,O
US,SM-L345UZEDXAA,Galaxy Watch9,Cream,,LTE,O
US,SM-L345UZKAXAA,Galaxy Watch9,Graphite,,LTE,
US,SM-L345UZKDXAA,Galaxy Watch9,Graphite,,LTE,
US,SM-L350NZKAXAA,Galaxy Watch9,Graphite,,BLUETOOTH,O
US,SM-L350NZKDXAA,Galaxy Watch9,Graphite,,BLUETOOTH,O
US,SM-L350NZSAXAA,Galaxy Watch9,Silver,,BLUETOOTH,
US,SM-L350NZSDXAA,Galaxy Watch9,Silver,,BLUETOOTH,
US,SM-L355UZKAXAA,Galaxy Watch9,Graphite,,LTE,O
US,SM-L355UZKDXAA,Galaxy Watch9,Graphite,,LTE,O
US,SM-L355UZSAXAA,Galaxy Watch9,Silver,,LTE,
US,SM-L355UZSDXAA,Galaxy Watch9,Silver,,LTE,
US,SM-L715UZKAXAA,Galaxy Watch Ultra2,Titanium Gray,,LTE,
US,SM-L715UZKDXAA,Galaxy Watch Ultra2,Titanium Gray,,LTE,
US,SM-L715UZSAXAA,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
US,SM-L715UZSDXAA,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
VN,SM-F776BLGAXXV,Galaxy Z Flip8,Mint,12GB,256GB,O
VN,SM-F776BLGEXXV,Galaxy Z Flip8,Mint,12GB,512GB,
VN,SM-F776BLIAXXV,Galaxy Z Flip8,Pink,12GB,256GB,O
VN,SM-F776BLIEXXV,Galaxy Z Flip8,Pink,12GB,512GB,
VN,SM-F776BZKAXXV,Galaxy Z Flip8,Graphite,12GB,256GB,
VN,SM-F776BZKEXXV,Galaxy Z Flip8,Graphite,12GB,512GB,
VN,SM-F776BZWAXXV,Galaxy Z Flip8,Cream,12GB,256GB,
VN,SM-F776BZWEXXV,Galaxy Z Flip8,Cream,12GB,512GB,
VN,SM-F971BLVDXXV,Galaxy Z Fold8,Lavender,12GB,256GB,O
VN,SM-F971BLVGXXV,Galaxy Z Fold8,Lavender,12GB,512GB,
VN,SM-F971BZGDXXV,Galaxy Z Fold8,Pistachio,12GB,256GB,O
VN,SM-F971BZGGXXV,Galaxy Z Fold8,Pistachio,12GB,512GB,
VN,SM-F971BZKDXXV,Galaxy Z Fold8,Graphite,12GB,256GB,
VN,SM-F971BZKGXXV,Galaxy Z Fold8,Graphite,12GB,512GB,
VN,SM-F971BZKHXXV,Galaxy Z Fold8,Graphite,16GB,1TB,
VN,SM-F971BZWDXXV,Galaxy Z Fold8,Cream,12GB,256GB,
VN,SM-F971BZWGXXV,Galaxy Z Fold8,Cream,12GB,512GB,
VN,SM-F976BDGDXXV,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
VN,SM-F976BDGGXXV,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
VN,SM-F976BZKDXXV,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
VN,SM-F976BZKGXXV,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
VN,SM-F976BZKHXXV,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
VN,SM-F976BZVDXXV,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
VN,SM-F976BZVGXXV,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
VN,SM-F976BZWDXXV,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
VN,SM-F976BZWGXXV,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
VN,SM-L340NZEAXXV,Galaxy Watch9,Cream,,BLUETOOTH,O
VN,SM-L340NZKAXXV,Galaxy Watch9,Graphite,,BLUETOOTH,
VN,SM-L345FZEAXXV,Galaxy Watch9,Cream,,LTE,O
VN,SM-L345FZKAXXV,Galaxy Watch9,Graphite,,LTE,
VN,SM-L350NZKAXXV,Galaxy Watch9,Graphite,,BLUETOOTH,O
VN,SM-L350NZSAXXV,Galaxy Watch9,Silver,,BLUETOOTH,
VN,SM-L355FZKAXXV,Galaxy Watch9,Graphite,,LTE,O
VN,SM-L355FZSAXXV,Galaxy Watch9,Silver,,LTE,
VN,SM-L715FZKAXXV,Galaxy Watch Ultra2,Titanium Gray,,LTE,
VN,SM-L715FZSAXXV,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
ZA,SM-F776BLGOAFA,Galaxy Z Flip8,Mint,12GB,256GB,O
ZA,SM-F776BLIOAFA,Galaxy Z Flip8,Pink,12GB,256GB,O
ZA,SM-F776BZKOAFA,Galaxy Z Flip8,Graphite,12GB,256GB,
ZA,SM-F776BZWOAFA,Galaxy Z Flip8,Cream,12GB,256GB,
ZA,SM-F971BLVIAFA,Galaxy Z Fold8,Lavender,12GB,256GB,O
ZA,SM-F971BZGIAFA,Galaxy Z Fold8,Pistachio,12GB,256GB,O
ZA,SM-F971BZGOAFA,Galaxy Z Fold8,Pistachio,12GB,512GB,
ZA,SM-F971BZKIAFA,Galaxy Z Fold8,Graphite,12GB,256GB,
ZA,SM-F971BZKOAFA,Galaxy Z Fold8,Graphite,12GB,512GB,
ZA,SM-F971BZWIAFA,Galaxy Z Fold8,Cream,12GB,256GB,
ZA,SM-F976BDGOAFA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
ZA,SM-F976BZKOAFA,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
ZA,SM-F976BZVOAFA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
ZA,SM-F976BZWOAFA,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
ZA,SM-L340NZEAXFA,Galaxy Watch9,Cream,,BLUETOOTH,O
ZA,SM-L340NZKAXFA,Galaxy Watch9,Graphite,,BLUETOOTH,
ZA,SM-L345FZEAXFA,Galaxy Watch9,Cream,,LTE,O
ZA,SM-L345FZKAXFA,Galaxy Watch9,Graphite,,LTE,
ZA,SM-L350NZKAXFA,Galaxy Watch9,Graphite,,BLUETOOTH,O
ZA,SM-L350NZSAXFA,Galaxy Watch9,Silver,,BLUETOOTH,
ZA,SM-L355FZKAXFA,Galaxy Watch9,Graphite,,LTE,O
ZA,SM-L355FZSAXFA,Galaxy Watch9,Silver,,LTE,
ZA,SM-L715FZKAXFA,Galaxy Watch Ultra2,Titanium Gray,,LTE,
ZA,SM-L715FZSAXFA,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
